Date,mp_id,rc_id,Actual_Revenue,Forecasted_Revenue
2024-04-15,2,3,1150.0,1695.4615834175804
2024-04-16,2,3,2104.0,1695.4615834175804
2024-04-17,2,3,604.0,1695.4615834175804
2024-04-18,2,3,3542.0,1695.4615834175804
2024-04-19,2,3,2219.0,1695.4615834175804
2024-04-20,2,3,1876.0,1695.4615834175804
2024-04-21,2,3,700.0,1695.4615834175804
2024-04-22,2,3,1190.0,1695.4615834175804
2024-04-23,2,3,878.0,1695.4615834175804
2024-04-24,2,3,1180.0,1695.4615834175804
2024-04-25,2,3,3317.2,1695.4615834175804
2024-04-26,2,3,344.0,1695.4615834175804
2024-04-27,2,3,1952.0,1695.4615834175804
2024-04-28,2,3,1951.0,1695.4615834175804
2024-04-29,2,3,1157.0,1695.4615834175804
2024-04-30,2,3,40.0,1695.4615834175804
2024-04-01,2,4,0.0,987.4534726983193
2024-04-02,2,4,0.0,987.4534726983193
2024-04-03,2,4,0.0,987.4534726983193
2024-04-04,2,4,0.0,987.4534726983193
2024-04-05,2,4,0.0,987.4534726983193
2024-04-06,2,4,0.0,987.4534726983193
2024-04-07,2,4,0.0,987.4534726983193
2024-04-08,2,4,0.0,987.4534726983193
2024-04-09,2,4,0.0,987.4534726983193
2024-04-10,2,4,602.0,987.4534726983193
2024-04-11,2,4,175.0,987.4534726983193
2024-04-12,2,4,575.0,987.4534726983193
2024-04-13,2,4,125.0,987.4534726983193
2024-04-14,2,4,335.0,987.4534726983193
2024-04-15,2,4,875.0,987.4534726983193
2024-04-16,2,4,0.0,987.4534726983193
2024-04-17,2,4,0.0,987.4534726983193
2024-04-18,2,4,1018.0,987.4534726983193
2024-04-19,2,4,1096.0,987.4534726983193
2024-04-20,2,4,498.0,987.4534726983193
2024-04-21,2,4,720.5,987.4534726983193
2024-04-22,2,4,1203.5,987.4534726983193
2024-04-23,2,4,439.0,987.4534726983193
2024-04-24,2,4,114.0,987.4534726983193
2024-04-25,2,4,567.0,987.4534726983193
2024-04-26,2,4,307.0,987.4534726983193
2024-04-27,2,4,248.0,987.4534726983193
2024-04-28,2,4,302.0,987.4534726983193
2024-04-29,2,4,146.0,987.4534726983193
2024-04-30,2,4,35.0,987.4534726983193
2024-04-01,2,5,0.0,987.4534726983193
2024-04-02,2,5,0.0,987.4534726983193
2024-04-03,2,5,0.0,987.4534726983193
2024-04-04,2,5,0.0,987.4534726983193
2024-04-05,2,5,0.0,987.4534726983193
2024-04-06,2,5,9.0,987.4534726983193
2024-04-07,2,5,25.0,987.4534726983193
2024-04-08,2,5,0.0,987.4534726983193
2024-04-09,2,5,0.0,987.4534726983193
2024-04-10,2,5,0.0,987.4534726983193
2024-04-11,2,5,94.375,987.4534726983193
2024-04-12,2,5,0.0,987.4534726983193
2024-04-13,2,5,34.0,987.4534726983193
2024-04-14,2,5,0.0,987.4534726983193
2024-04-15,2,5,12.0,987.4534726983193
2024-04-16,2,5,25.0,987.4534726983193
2024-04-17,2,5,48.0,987.4534726983193
2024-04-18,2,5,0.0,987.4534726983193
2024-04-19,2,5,0.0,987.4534726983193
2024-04-20,2,5,16.0,987.4534726983193
2024-04-21,2,5,0.0,987.4534726983193
2024-04-22,2,5,0.0,987.4534726983193
2024-04-23,2,5,0.0,987.4534726983193
2024-04-24,2,5,23.0,987.4534726983193
2024-04-25,2,5,45.0,987.4534726983193
2024-04-26,2,5,0.0,987.4534726983193
2024-04-27,2,5,72.0,987.4534726983193
2024-04-28,2,5,21.0,987.4534726983193
2024-04-29,2,5,0.0,987.4534726983193
2024-04-30,2,5,54.0,987.4534726983193
2024-04-01,2,6,2160.0,3875.0458786158833
2024-04-02,2,6,2700.0,3875.0458786158833
2024-04-03,2,6,2880.0,3875.0458786158833
2024-04-04,2,6,6000.0,3875.0458786158833
2024-04-05,2,6,2400.0,3034.474393845479
2024-04-06,2,6,2400.0,3034.474393845479
2024-04-07,2,6,2400.0,3034.474393845479
2024-04-08,2,6,0.0,3875.0458786158833
2024-04-09,2,6,3000.0,3875.0458786158833
2024-04-10,2,6,0.0,3875.0458786158833
2024-04-11,2,6,0.0,3875.0458786158833
2024-04-12,2,6,0.0,3034.474393845479
2024-04-13,2,6,16150.0,3034.474393845479
2024-04-14,2,6,0.0,3034.474393845479
2024-04-15,2,6,0.0,3875.0458786158833
2024-04-16,2,6,6500.0,3875.0458786158833
2024-04-17,2,6,1500.0,3875.0458786158833
2024-04-18,2,6,16150.0,3875.0458786158833
2024-04-19,2,6,5000.0,3034.474393845479
2024-04-20,2,6,4000.0,3034.474393845479
2024-04-21,2,6,4400.0,3034.474393845479
2024-04-22,2,6,10165.0,3875.0458786158833
2024-04-23,2,6,4725.0,3875.0458786158833
2024-04-24,2,6,0.0,3875.0458786158833
2024-04-25,2,6,0.0,3875.0458786158833
2024-04-26,2,6,8840.0,3034.474393845479
2024-04-27,2,6,0.0,3034.474393845479
2024-04-28,2,6,4252.5,3034.474393845479
2024-04-29,2,6,0.0,3875.0458786158833
2024-04-30,2,6,0.0,3875.0458786158833
2024-04-01,2,7,35.0,894.6936199706788
2024-04-02,2,7,240.0,894.6936199706788
2024-04-03,2,7,55.0,894.6936199706788
2024-04-04,2,7,70.0,894.6936199706788
2024-04-05,2,7,265.0,894.6936199706788
2024-04-06,2,7,0.0,894.6936199706788
2024-04-07,2,7,45.0,894.6936199706788
2024-04-08,2,7,140.0,894.6936199706788
2024-04-09,2,7,0.0,894.6936199706788
2024-04-10,2,7,250.0,894.6936199706788
2024-04-11,2,7,350.0,894.6936199706788
2024-04-12,2,7,50.0,894.6936199706788
2024-04-13,2,7,220.0,894.6936199706788
2024-04-14,2,7,200.0,894.6936199706788
2024-04-15,2,7,0.0,894.6936199706788
2024-04-16,2,7,80.0,894.6936199706788
2024-04-17,2,7,35.0,894.6936199706788
2024-04-18,2,7,0.0,894.6936199706788
2024-04-19,2,7,0.0,894.6936199706788
2024-04-20,2,7,650.0,894.6936199706788
2024-04-21,2,7,195.0,894.6936199706788
2024-04-22,2,7,255.0,894.6936199706788
2024-04-23,2,7,105.0,894.6936199706788
2024-04-24,2,7,35.0,894.6936199706788
2024-04-25,2,7,105.0,894.6936199706788
2024-04-26,2,7,160.0,894.6936199706788
2024-04-27,2,7,235.0,894.6936199706788
2024-04-28,2,7,140.0,894.6936199706788
2024-04-29,2,7,170.0,894.6936199706788
2024-04-30,2,7,45.0,894.6936199706788
